,0,1,2,3,4,5,6,7,8,9
1921,820,918,440,15417,1,32935,12355,9253,263,199
1922,820,32935,1,5114,12431,1575,9253,918,164,11061
1923,820,9253,1,918,28977,4181,164,32935,6114,23273
1924,820,32935,2001,199,164,11061,15335,440,15417,6114
1925,5040,1690,855,21105,31953,134,10460,32828,8479,98
1926,820,11061,32935,1,5114,918,32,2001,19,4181
1927,820,199,15417,32935,440,4181,918,11061,12431,164
1928,820,32935,2001,12431,28977,9969,6114,15417,15335,813
1929,1,164,28977,431,440,813,820,918,2001,5114
1930,440,12431,122,32935,9253,4181,820,18689,387,17074
1931,4181,9253,820,32935,918,28977,9969,440,15417,164
1932,820,4181,32935,9253,12431,1535,28977,164,23273,2001
1933,820,2001,918,32935,6702,19,9969,440,1,164
1934,440,32935,918,11061,5114,9253,2001,15417,820,245
1935,820,12431,3002,486,263,32935,9969,15417,5258,11665
1936,820,918,32935,15417,9253,440,4181,2001,12355,9969
1937,820,918,9989,28977,15335,4181,12431,440,9969,15417
1938,820,4181,199,1,440,2167,6114,164,12355,457
1939,32935,918,2001,820,6114,9253,440,12431,15417,1
1940,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
1941,820,2001,4181,918,32935,15417,12431,12355,16498,28977
1942,32935,15417,13759,918,12431,4181,28977,12355,15335,813
1943,820,918,4181,32935,15417,11061,813,23273,431,9969
1944,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
1945,820,918,4181,32935,15417,11061,486,1,2001,9253
1946,820,4181,5114,32935,2167,12355,1575,1535,440,9969
1947,32935,820,5114,12431,1,199,9969,813,918,6114
1948,820,4181,1,32935,17074,440,2001,918,15417,11577
1949,820,440,11061,32935,918,2904,23273,1,9253,15417
1950,820,32935,5114,2001,440,12431,28977,918,15417,6114
1951,820,32935,4181,918,11061,5114,1,440,12431,1575
1952,1,9969,9253,11061,11741,164,15417,5114,249,269
1953,94,32542,18689,31772,10588,1829,1254,820,25835,15225
1954,1,1535,2001,32935,820,5114,199,11757,4181,440
1955,7785,94,486,3002,820,67,721,400,4654,10588
1956,32935,820,9969,15417,4181,440,245,28977,8142,9253
1957,918,32935,2904,820,1575,440,1535,2001,15417,15335
1958,820,5114,32935,4181,164,813,6114,918,15417,2001
1959,820,32935,4181,431,28977,6114,440,164,918,15417
1960,820,32935,4181,9253,15417,5114,11061,12355,440,11757
1961,1829,195,379,32542,7785,3002,15117,15379,15335,15315
1962,820,918,32935,11061,1535,15417,12431,9969,440,164
1963,820,32935,1,164,2001,918,28977,440,15335,15417
1964,820,9253,15335,32935,918,5114,9969,2001,440,28977
1965,820,9969,32935,15417,3002,2001,28977,30,918,11061
1966,820,9253,918,4181,32935,1575,2001,12431,5114,11061
1967,820,9253,1575,5114,32935,4181,11757,918,12431,11061
1968,820,1,32935,12355,4181,2167,9253,440,11771,6114
1969,820,9969,32935,11061,15417,11771,15335,440,2001,431
1970,820,2001,32935,15417,5114,12431,6114,440,9253,263
1971,379,7785,25835,31741,7465,32542,12471,136,18689,1606
1972,820,9969,4181,32935,918,15417,2904,2001,9253,15335
1973,820,918,5114,32935,2001,440,6114,12431,431,9969
1974,820,32935,431,1575,9969,2904,4181,440,263,164
1975,820,1,12431,4181,32935,918,9253,15417,12355,440
1976,18689,3002,15751,14921,15039,15085,15335,15379,15417,15451
1977,820,5114,32935,199,15335,164,440,12355,11061,9253
1978,820,32935,918,431,4181,28977,440,15335,15417,6114
1979,820,32935,1,9253,918,440,2001,392,12431,15417
1980,820,32935,4181,440,28977,2001,12431,263,23273,10620
1981,9253,820,32935,9969,918,4181,440,199,15417,15335
1982,820,32935,4181,2001,13125,918,3002,486,1,440
1983,820,9969,32935,4181,8142,9253,15417,16498,918,12355
1984,820,32935,9253,918,15417,440,28977,4181,19,6114
1985,820,9253,15335,32935,2001,9989,918,440,15417,12355
1986,440,4181,918,32935,9253,11061,820,12431,14719,28977
1987,820,32935,1575,2904,918,440,28977,15417,164,15335
1988,820,918,2001,32935,4181,5114,9969,15417,164,440
1989,820,32935,9253,2001,4181,164,5114,431,9989,19
1990,32935,12431,918,820,813,2001,28977,9969,15417,15335
1991,18245,18689,3002,32542,7785,94,195,15417,15451,15583
1992,820,918,32935,7785,28977,9253,15417,440,9989,4181
1993,918,820,4181,9253,32935,12431,5114,431,2001,28977
1994,820,11061,32935,5114,9253,9989,1535,2001,12431,19
1995,820,32935,2001,918,5114,4181,28977,15417,1535,15335
1996,820,918,9253,4181,32935,5114,11061,263,9969,15417
1997,25835,7785,820,861,486,2246,239,32542,11665,26
1998,9969,820,32935,15417,3002,12355,486,11741,4181,1535
1999,2001,32935,1575,820,9989,4181,12355,440,199,12431
