,ID,Name,Genre,Studio,members,Rating,0
949,16890,Makai Ouji Devils and Realist,"Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural",Doga Kobo,59819.0,7.15,2
950,21185,Baby Steps,"Romance, School, Shounen, Sports",Studio Pierrot,59818.0,7.92,2
951,28675,Kyoukai no Kanata Movie I 039 ll Be Here Mirai hen,"Fantasy, Slice of Life, Supernatural",Kyoto Animation,59815.0,8.28,3
952,21177,Nobunaga the Fool,"Action, Historical, Mecha, Sci-Fi",Satelight,59815.0,6.76,0
953,11266,Ao no Exorcist Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",A-1 Pictures,59755.0,7.39,3
954,28725,Kokoro ga Sakebitagatterunda ,"Drama, Romance, School",A-1 Pictures,59652.0,8.11,2
955,26443,Triage X,"Action, Adventure, Ecchi, Shounen",Xebec,59632.0,6.41,3
956,24873,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School",Diomedea,59544.0,6.4,2
957,122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",Studio Deen,59374.0,8.03,2
958,1829,Gedo Senki,"Adventure, Fantasy, Magic",Studio Ghibli,59243.0,7.08,3
959,898,Dragon Ball Z Movie 05 Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Toei Animation,59207.0,7.18,3
960,25519,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",Studio Gokumi,59192.0,7.45,2
961,196,Onegai Twins,"Comedy, Drama, Harem, School, Sci-Fi",Daume,59164.0,6.96,2
962,3358,Kure nai,"Comedy, Drama, Martial Arts",Brain's Base,59099.0,7.43,2
963,24991,No Game No Life Specials,"Ecchi, Fantasy, Game",Madhouse,58997.0,6.81,3
964,3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",Studio Deen,58993.0,7.72,0
965,9776,A Channel,"Comedy, School, Seinen, Slice of Life",Studio Gokumi,58564.0,7.01,2
966,1033,Sennen Joyuu,"Action, Adventure, Drama, Fantasy, Historical, Romance",Madhouse,58492.0,8.29,3
967,1119,Pokemon Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",OLM,58359.0,7.02,3
968,25687,Digimon Adventure tri 1 Saikai,"Action, Adventure, Comedy, Drama",Toei Animation,58274.0,7.57,3
969,18497,Yozakura Quartet Hana no Uta,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",Tatsunoko Production,58245.0,7.55,3
970,2927,Kimikiss Pure Rouge,"Drama, Romance, School",J.C.Staff,58211.0,7.4,2
971,6772,Break Blade 1 Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen","Production I.G,       Xebec",58184.0,7.71,0
972,251,Kyou kara Maou ,"Adventure, Comedy, Demons, Fantasy, Shoujo",Studio Deen,58150.0,7.81,3
973,30885,Noragami Aragoto OVA,"Action, Adventure, Shounen",Bones,58075.0,8.06,3
974,529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",Gonzo,58051.0,7.24,0
975,2685,Tsubasa Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",Production I.G,57963.0,8.38,3
976,31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",Production Reed,57920.0,7.47,2
977,896,Dragon Ball Z Movie 03 Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Toei Animation,57840.0,6.88,3
978,10805,Kami nomi zo Shiru Sekai 4 nin to Idol,"Comedy, Music, Shounen, Supernatural",Manglobe,57797.0,7.38,3
979,24893,Sidonia no Kishi Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",Polygon Pictures,57665.0,7.84,0
980,21743,Donten ni Warau,"Action, Historical, Shoujo",Doga Kobo,57649.0,7.59,3
981,412,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life","Gainax,       Shaft",57646.0,6.62,1
982,894,Dragon Ball Z Movie 01 Ora no Gohan wo Kaese ,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Toei Animation,57623.0,6.84,3
983,13807,Corpse Party Missing Footage,"Horror, School",Asread,57507.0,6.26,0
984,8876,Koe de Oshigoto The Animation,"Comedy, Ecchi, Seinen",Studio Gokumi,57466.0,7.01,1
985,18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",Sunrise,57434.0,7.36,0
986,1639,Boku no Pico,"Hentai, Yaoi","Sugar Boy,       Blue Cat",57355.0,4.91,0
987,13851,To LOVE Ru Darkness OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Xebec,57166.0,7.71,1
988,487,Girls Bravo Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",AIC Spirits,57110.0,6.79,1
989,138,Hunter x Hunter Greed Island,"Action, Adventure, Shounen, Super Power",Nippon Animation,57029.0,8.27,3
990,905,Dragon Ball Z Movie 12 Fukkatsu no Fusion Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Toei Animation,56994.0,7.67,3
991,3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",Madhouse,56927.0,8.17,0
992,20509,Fate kaleid liner Prisma Illya 2wei ,"Action, Comedy, Fantasy, Magic",Silver Link.,56859.0,7.4,3
993,32360,Qualidea Code,"Action, Magic, Supernatural",A-1 Pictures,56854.0,6.62,3
994,160,Ima Soko ni Iru Boku,"Adventure, Drama, Fantasy, Military, Sci-Fi",AIC,56839.0,7.72,0
995,15751,Senyuu ,"Action, Comedy, Fantasy, Parody, Shounen","Ordet,       LIDENFILMS",56815.0,7.42,3
996,10794,IS Infinite Stratos Encore Koi ni Kogareru Rokujuusou,"Action, Comedy, Harem, Mecha, Sci-Fi",8bit,56577.0,7.04,0
997,7627,Mitsudomoe,"Comedy, School, Slice of Life",Bridge,56483.0,7.67,2
998,12471,Eureka Seven AO,"Action, Adventure, Drama, Mecha, Sci-Fi",Bones,56453.0,6.78,3
999,3087,Cencoroll,"Action, Sci-Fi",Think Corporation,56370.0,7.26,3
